"id","ipfs","author","created","network","type","title","body","start","end","state","votes","choices","scores_state","scores","space_id"
"Qme9MASbuzrX2W6o7e4CCKqQiLGS5yuBLmX8wkeM5awcio","Qme9MASbuzrX2W6o7e4CCKqQiLGS5yuBLmX8wkeM5awcio","0xd7aC4581eF4E2BB6cC3734Da183B981bfd0Ee2A2",1622234601,"1","single-choice","Managing Systemic Risk in Uniswap's Community Treasury using KPI Options","# Summary

## Problem

Uniswap's governance treasury will retain 43% of $UNI supply vested over 4 years, currently allocated 113 million in $UNI. Current value ~ ****$2.724 Billion USD. Max drawdown starting on May 3 2021, in 20 days $UNI lost 71% of it's value, a loss of ~ **$3.616 Billion USD.**
We need to manage this systemic risk and volatility for the long term success of the community treasury. 

## Solution

Partial divestment of Uniswap governance treasury by using UMA Synthetic KPI Options to create a win for the treasury, a win for the protocol and a win for the stakeholders. Long term goal would be to put together an actively managed portfolio for the treasury aka uniHOUSE.

TLDR: 

![](https://s3.us-west-2.amazonaws.com/secure.notion-static.com/be190280-346d-46c8-beac-5d2827c06bf8/Untitled.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAT73L2G45O3KS52Y5%2F20210528%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20210528T202056Z&X-Amz-Expires=86400&X-Amz-Signature=cfc327266e06a5aabb9ad5174b4d9af87fedf6bfa6d811e30f023af337d92920&X-Amz-SignedHeaders=host&response-content-disposition=filename%20%3D%22Untitled.png%22)

# Background

## Yam.Finance

[Yam.finance](http://yam.finance) has been leading the charge on treasury management for DAOs via our project DAO House: [https://yamfinance.medium.com/yam-finance-presents-dao-house-86625f9bae5a](https://yamfinance.medium.com/yam-finance-presents-dao-house-86625f9bae5a)

We've realized that there are significant systemic risks for DAO's treasuries. During the bear market of 2017 multiple projects were forced to sell their treasury at historically low values, which ultimately caused many of them to disband and shutter. 

Treasury management is mission critical for DAOs, yet the challenges and complexities are formidable. Sushi realized this systemic issue and collaborated with [Yam.Finance](http://yam.Finance) to build a custom treasury management solution called sushiHOUSE: [https://forum.sushi.com/t/sushihouse-a-treasury-management-proposal/3106](https://forum.sushi.com/t/sushihouse-a-treasury-management-proposal/3106)

The most difficult part of a treasury management solution for a DAO as large as UNI, is the first part, the treasury protocol token divestment. I present a novel solution that will benefit the treasury, the long term success of the protocol and also all stakeholders. 

## UMA Synthetics

A quick primer on UMA: [https://docs.umaproject.org/getting-started/how-uma-works](https://docs.umaproject.org/getting-started/how-uma-works)

By using UMA's platform, we are able to use battle tested UMA financial contracts to create KPI options. Here are some examples of current KPI options that are already deployed and distributed.

[https://medium.com/uma-project/uma-kpi-options-and-airdrop-bae86be16ce4](https://medium.com/uma-project/uma-kpi-options-and-airdrop-bae86be16ce4)

[https://medium.com/uma-project/badgerdaos-rebase-mining-kicks-off-now-using-uma-s-kpi-options-cd75f71dc1fa](https://medium.com/uma-project/badgerdaos-rebase-mining-kicks-off-now-using-uma-s-kpi-options-cd75f71dc1fa)

# KPI Options

## How do KPI Options work?

KPI options can be created by using UMA's battle tested UMA financial contracts. 

1. Determine KPI metric for the synthetic. For example, KPI metric is Total Value Locked (TVL), currently ~$1.5b. KPI Metric could be many different things like volume, total fees generated over 30 days ect. 
2. Determine target for KPI, value and expiry date. For example, we want to target 2x TVL start, $3b and want the option to expire end of 2021.
3. Mint KPI option by depositing collateral to be used at settlement. For example, collateralize 1 $UNI token for 1 KPI option. 
4. For our example above:
    1. TVL option starts at a value of .5 $UNI because current TVL is $1.5b
    2. If TVL > $3b before the end of 2021, the TVL option can be settled for 1 $UNI after it expires at the end of 2021. 
    3. If TVL < $3b at expiry it will be worth a fraction of 1 $UNI. For example at expiry TVL is $2b, the value of the synth expires to 2/3 $UNI = .667 $UNI.
    4. Synth is unliquidatable and fully collateralized. 

## How do KPI Options divest UNI's community treasury?

From example above, KPI Option is created by:

1. Collateralizing 1 $UNI token 
2. KPI metric tracked is TVL, starting at $1.5b
3. Target is $3b TVL by the end of the year. If it reaches $3b TVL anytime before expiry  

UNI's community treasury is able to utilize its treasury full of UNI tokens to create these KPI options. 

1. KPI Options would be minted by treasury and sold for stable coins via a gnosis auction or by various other means. Implied value of the option is .5 UNI (current TVL is $1.5b with target of $3b). 
2. The sale would fund the treasury with stablecoins which could then be used to create a secondary market for the KPI Options by using Uniswap's AMM pools. 
3. At expiry all KPI options could be settled and stablecoins withdrawn from LP positions. 
4. Treasury now has stable coins = WIN!
5. UNI stake holders have incentives to increase TVL = WIN!
6. Stablecoins are the cornerstone of long term success for UNI protocol = WIN!

Win - Win - Win

# Additional Details

[Yam.finance](http://yam.finance) has extensive knowledge on building synthetics on UMA's platform via our development of [degenerative.finance](http://degenerative.finance), V2 of site to be launched soon. Combined with our experience in DAO treasury management, it allows us to have a unique perspective to create this proposal. 

### Links:

[https://claim.umaproject.org/](https://claim.umaproject.org/)

[https://medium.com/uma-project/the-uma-kpi-options-airdrop-is-now-claimable-and-the-super-uman-campaign-is-live-7e9baa5c1669](https://medium.com/uma-project/the-uma-kpi-options-airdrop-is-now-claimable-and-the-super-uman-campaign-is-live-7e9baa5c1669)

[https://medium.com/uma-project/badgerdaos-rebase-mining-kicks-off-now-using-uma-s-kpi-options-cd75f71dc1fa](https://medium.com/uma-project/badgerdaos-rebase-mining-kicks-off-now-using-uma-s-kpi-options-cd75f71dc1fa)

[https://forum.sushi.com/t/build-kpi-options-with-uma-to-speed-kashi-adoption/3940](https://forum.sushi.com/t/build-kpi-options-with-uma-to-speed-kashi-adoption/3940)

[https://etherscan.io/token/0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984?a=0x1a9c8182c09f50c8318d769245bea52c32be35bc](https://etherscan.io/token/0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984?a=0x1a9c8182c09f50c8318d769245bea52c32be35bc)

Managing Systemic Risk in Uniswap's Community Treasury using KPI Options",1622574000,1622746800,"closed",201,"Proceed to Consensus Check;Do Not Proceed","final","4870.47688437039;15890.6784212196","uniswap"
"QmTj8EWNTTinpDa9aXZdVkhzPBXD2monu6ZFV1dfoojR2f","QmTj8EWNTTinpDa9aXZdVkhzPBXD2monu6ZFV1dfoojR2f","0x51841D9AFe10fE55571bDB8f4Af1060415003528",1622337728,"1","single-choice","Donate $50M worth of UNI to Chris Blec to leave DeFi for good","https://twitter.com/ChrisBlec/status/1398655730979377155 Chris Blec has stated that he will leave the DeFi community for $50M. Let's get this done. 💪
",1622337900,1622908800,"closed",516,"Give Mr. Blec the $50 mil.;Don't (Wrong answer)","final","1517.03917339945;4240625.01451622","uniswap"
"QmaUPBYqkiKnwkaVNVrUDpD6fk5EXXTqJjn71qHNYW4YQn","QmaUPBYqkiKnwkaVNVrUDpD6fk5EXXTqJjn71qHNYW4YQn","0x61c8D4e4BE6477Bb49791540Ff297Ef30Eaa01c2",1622503556,"1","single-choice","Consensus Check — Funding a Political Defense of DeFi ","Should governance allocate 1M UNI from the Community Treasury to fund a 501(c)(4) to defend the protocol and DeFi from legal and regulatory threats and help ensure the promise of DeFi?",1622502000,1622934000,"closed",413,"Allocate 1M UNI;Make no change","final","43037839.7641116;12819410.873888","uniswap"
"QmXDNKm4feLGUXCdtHjHZYrNTMsysEhP34nRYFSM3HhKVT","QmXDNKm4feLGUXCdtHjHZYrNTMsysEhP34nRYFSM3HhKVT","0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc",1623681103,"1","single-choice","Temperature Check - Managing Systemic Risk in Uniswap’s Community Treasury using KPI Options","### Author: Feddas@Yam.Finance
### Forum Post: https://gov.uniswap.org/t/temperature-check-should-we-be-managing-systemic-risk-in-uniswaps-community-treasury-using-kpi-options/12624

# Summary

## Problem

Uniswap's governance treasury will retain 43% of $UNI supply vested over 4 years, currently allocated 113 million in $UNI. Current value ~ ****$2.724 Billion USD. Max drawdown starting on May 3 2021, in 20 days $UNI lost 71% of it's value, a loss of ~ **$3.616 Billion USD.**
We need to manage this systemic risk and volatility for the long term success of the community treasury. 

## Solution

Partial divestment of Uniswap governance treasury by using UMA Synthetic KPI Options to create a win for the treasury, a win for the protocol and a win for the stakeholders. Long term goal would be to put together an actively managed portfolio for the treasury aka uniHOUSE.

TVL Metric is only an example. There have been suggestions on using other metrics to measure the KPI for this option. It is currently an open issue which  we can delve into more after the temperature check.

### TLDR:

![https://s3-us-west-2.amazonaws.com/secure.notion-static.com/be190280-346d-46c8-beac-5d2827c06bf8/Untitled.png](https://s3-us-west-2.amazonaws.com/secure.notion-static.com/be190280-346d-46c8-beac-5d2827c06bf8/Untitled.png)

# Background

## Yam.Finance

[Yam.finance](http://yam.finance) has been leading the charge on treasury management for DAOs via our project DAO House: [https://yamfinance.medium.com/yam-finance-presents-dao-house-86625f9bae5a](https://yamfinance.medium.com/yam-finance-presents-dao-house-86625f9bae5a)

We've realized that there are significant systemic risks for DAO's treasuries. During the bear market of 2017 multiple projects were forced to sell their treasury at historically low values, which ultimately caused many of them to disband and shutter. 

Treasury management is mission critical for DAOs, yet the challenges and complexities are formidable. Sushi realized this systemic issue and collaborated with [Yam.Finance](http://yam.Finance) to build a custom treasury management solution called sushiHOUSE: [https://forum.sushi.com/t/sushihouse-a-treasury-management-proposal/3106](https://forum.sushi.com/t/sushihouse-a-treasury-management-proposal/3106)

The most difficult part of a treasury management solution for a DAO as large as UNI, is the first part, the treasury protocol token divestment. I present a novel solution that will benefit the treasury, the long term success of the protocol and also all stakeholders. 

## UMA Synthetics

A quick primer on UMA: [https://docs.umaproject.org/getting-started/how-uma-works](https://docs.umaproject.org/getting-started/how-uma-works)

By using UMA's platform, we are able to use battle tested UMA financial contracts to create KPI options. Here are some examples of current KPI options that are already deployed and distributed.

[https://medium.com/uma-project/uma-kpi-options-and-airdrop-bae86be16ce4](https://medium.com/uma-project/uma-kpi-options-and-airdrop-bae86be16ce4)

[https://medium.com/uma-project/badgerdaos-rebase-mining-kicks-off-now-using-uma-s-kpi-options-cd75f71dc1fa](https://medium.com/uma-project/badgerdaos-rebase-mining-kicks-off-now-using-uma-s-kpi-options-cd75f71dc1fa)

# KPI Options

## How do KPI Options work?

KPI options can be created by using UMA's battle tested UMA financial contracts. 

1. Determine KPI metric for the synthetic. For example, KPI metric is Total Value Locked (TVL), currently ~$1.5b. KPI Metric could be many different things like volume, total fees generated over 30 days ect. 
2. Determine target for KPI, value and expiry date. For example, we want to target 2x TVL start, $3b and want the option to expire end of 2021.
3. Mint KPI option by depositing collateral to be used at settlement. For example, collateralize 1 $UNI token for 1 KPI option. 
4. For our example above:
    1. TVL option starts at a value of .5 $UNI because current TVL is $1.5b
    2. If TVL > $3b before the end of 2021, the TVL option can be settled for 1 $UNI after it expires at the end of 2021. 
    3. If TVL < $3b at expiry it will be worth a fraction of 1 $UNI. For example at expiry TVL is $2b, the value of the synth expires to 2/3 $UNI = .667 $UNI.
    4. Synth is unliquidatable and fully collateralized. 

## How do KPI Options divest UNI's community treasury?

From example above, KPI Option is created by:

1. Collateralizing 1 $UNI token 
2. KPI metric tracked is TVL, starting at $1.5b
3. Target is $3b TVL by the end of the year. If it reaches $3b TVL anytime before expiry  

UNI's community treasury is able to utilize its treasury full of UNI tokens to create these KPI options. 

1. KPI Options would be minted by treasury and sold for stable coins via a gnosis auction or by various other means. Implied value of the option is .5 UNI (current TVL is $1.5b with target of $3b). 
2. The sale would fund the treasury with stablecoins which could then be used to create a secondary market for the KPI Options by using Uniswap's AMM pools. 
3. At expiry all KPI options could be settled and stablecoins withdrawn from LP positions. 
4. Treasury now has stable coins = WIN!
5. UNI stake holders have incentives to increase TVL = WIN!
6. Stablecoins are the cornerstone of long term success for UNI protocol = WIN!

Win - Win - Win

# Additional Details

[Yam.finance](http://yam.finance) has extensive knowledge on building synthetics on UMA's platform via our development of [degenerative.finance](http://degenerative.finance), V2 of site to be launched soon. Combined with our experience in DAO treasury management, it allows us to have a unique perspective to create this proposal. 

### Links:

[https://claim.umaproject.org/](https://claim.umaproject.org/)

[https://medium.com/uma-project/the-uma-kpi-options-airdrop-is-now-claimable-and-the-super-uman-campaign-is-live-7e9baa5c1669](https://medium.com/uma-project/the-uma-kpi-options-airdrop-is-now-claimable-and-the-super-uman-campaign-is-live-7e9baa5c1669)

[https://medium.com/uma-project/badgerdaos-rebase-mining-kicks-off-now-using-uma-s-kpi-options-cd75f71dc1fa](https://medium.com/uma-project/badgerdaos-rebase-mining-kicks-off-now-using-uma-s-kpi-options-cd75f71dc1fa)

[https://forum.sushi.com/t/build-kpi-options-with-uma-to-speed-kashi-adoption/3940](https://forum.sushi.com/t/build-kpi-options-with-uma-to-speed-kashi-adoption/3940)

[https://etherscan.io/token/0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984?a=0x1a9c8182c09f50c8318d769245bea52c32be35bc](https://etherscan.io/token/0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984?a=0x1a9c8182c09f50c8318d769245bea52c32be35bc)c09f50c8318d769245bea52c32be35bc",1623693600,1623952800,"closed",408,"Pass Temperature Check;Do Not Pass","final","199575.871486021;586.822092333326","uniswap"
"QmZcfEhN6xx6mMyo6ins4pSMga7N3o14fW4VtFzYTRHuLj","QmZcfEhN6xx6mMyo6ins4pSMga7N3o14fW4VtFzYTRHuLj","0x070341aA5Ed571f0FB2c4a5641409B1A46b4961b",1624037162,"1","single-choice","Temperature Check: Raise the proposal quorum threshold","Raise the proposal quorum threshold from 40M because recent voting participation is much higher and there is a lot of UNI that has been delegated",1624042800,1624402800,"closed",369,"Yes;No","final","11932647.2750594;667.376236753247","uniswap"
"QmQbcxLpGENeDauCAsh3BXy9H9fiiK46JEfnLqG3s8iMbN","QmQbcxLpGENeDauCAsh3BXy9H9fiiK46JEfnLqG3s8iMbN","0xd957a7Fc541fc4b3104ef891A975ae967D4c9057",1624387924,"1","single-choice","Temp Check: Larger Grant Construct // CEA + No Negative Net UNI","Uniswap should grant $25M to fund Flipside Community-Enabled Analytics via a sustainable yield-generating investment strategy that:
1. Produces analytics that drive user education and customer growth
2. Allocates UNI to participants through bounties, increasing liquidity
3. Uses Uniswap’s own yield mechanisms to enable a largely self-funded program

Forum Post >> https://gov.uniswap.org/t/temperature-check-larger-grant-program-construct-community-enabled-analytics-no-negative-net-uni/13044",1624387500,1624646700,"closed",464,"Yes;No","final","8007367.30750438;3401.7949773035","uniswap"
"QmbVVJ57NFq9ipgt3YY9S1NyN5s5ziswgHSPWfXNvuzwgx","QmbVVJ57NFq9ipgt3YY9S1NyN5s5ziswgHSPWfXNvuzwgx","0xd957a7Fc541fc4b3104ef891A975ae967D4c9057",1625440877,"1","single-choice","Consensus Check: Community-Enabled Analytics via Yield-Generating Investment Strategies","Should Uniswap governance grant $25M to fund Community-Enabled Analytics via a sustainable yield-generating investment strategy that:
1. Produces analytics that educate the community and drive growth
2. Allocates UNI to participants through bounties
3. Uses Uniswap’s own yield mechanisms to sustainably self-fund the program

Forum Post >> [https://gov.uniswap.org/t/consensus-check-uniswap-funds-community-enabled-analytics-via-yield-generating-investment-strategies/13220](https://gov.uniswap.org/t/consensus-check-uniswap-funds-community-enabled-analytics-via-yield-generating-investment-strategies/13220)",1625440500,1625872500,"closed",330,"Yes, Approve the Grant;No, Make No Change","final","2513681.05371171;1275.50884577127","uniswap"
"QmPe3FKu44mtGKvKmBDxVGkV9256BCcTf7TZ4cfugYdqRn","QmPe3FKu44mtGKvKmBDxVGkV9256BCcTf7TZ4cfugYdqRn","0x070341aA5Ed571f0FB2c4a5641409B1A46b4961b",1625609701,"1","single-choice","Consensus Check: Raise the proposal quorum threshold","Raise the proposal quorum threshold from 40M because recent voting participation is much higher and there is a lot of UNI that has been delegated.

Please vote for what you think the new quorum threshold should be set to.",1625623200,1625968800,"closed",297,"Leave it unchanged;50M;60M;70M;80M;90M","final","5105.51291982789;9.19855386170261;566.111;27.2874909667668;2821.83733785586;357.286624262643","uniswap"
"QmX6y6Koqc82o7TSSnmw793RbyJMUfrRStr1wsTvCy4Ynj","QmX6y6Koqc82o7TSSnmw793RbyJMUfrRStr1wsTvCy4Ynj","0x29Aa0c482C2021E7fe0Fe6bf251bb8cA8d249664",1625924450,"1","single-choice","Temperature Check - Allocate 1.5M UNI to Go-Ethereum long-term Talent-Acquisition & Retention Grant (GETH-TARG)","Should the Uniswap DAO becomes the first of many Ethereum DAOs to allocate a portion of their treasury (1.5M UNI) towards Ethereum client development, which is crucial infrastructure to the Ethereum ecosystem and is developed solely from public goods funding from the ecosystem [while also complex and requires specialized talent to build on], in hopes that others follow suit in correctly allocating the necessary funds to incentivize the talent needed to build complex open-source infrastructure?

Full proposal: https://gov.uniswap.org/t/temperature-check-allocate-1-5m-uni-to-go-ethereum-long-term-talent-acquisition-retention-grant-geth-targ/13265",1625932800,1626537600,"closed",510,"Yes, allocate funding to Geth;No, do not fund Geth","final","219516.709957261;5460.05953281173","uniswap"
"QmUrYMZrS97ZA5FeSAgs6xk7qNong5pjwXkQyYi7M6WmkC","QmUrYMZrS97ZA5FeSAgs6xk7qNong5pjwXkQyYi7M6WmkC","0x77848888BeCe35979dbE948C7931a3E7Bb7e0d50",1625931607,"1","single-choice","Create a CAPITAL PROTECTION Tool for v3!! ","Would you like to have 100% protection against volatility for your crypto?? This could be done using the new Concentrated Liquidity of v3 by just changing or adding a few things! 

Imagine adding liquidity to the ETH/USDC pair for example (50% of each), and in case the ETH price drops and gets out of your range, your capital is turned 100% into USDC!! This way you would be 100% PROTECTED against LOSSES! And in case the ETH price goes up again and completely crosses your range in an upward direction, your capital would be automatically swaped 100% into ETH!!

You could even manually FOLLOW or TRAIL the ETH price every time it goes up, by removing and adding a new liquidity range at a higher price, and this could help you MAXIMIZE YOUR PROFITS!! You could very efficiently trade tops like this! Just imagine trading perfectly the ETH TOP of this Bull market! Either if it is 10k, 15k, or 20k, you could just follow it and trade it perfectly!! And after it drops, you can continue to follow the price, GROWING YOUR CAPITAL thanks to a high yield from fees, and volatility itself! Knowing your capital is always completely PROTECTED against ANY LOSSES!!

The problem now is that the direction of the swaps inside a liquidity range are exactly the opposite as they should be... Using the same example, if the ETH price drops out of your range, your capital is swaped 100% into ETH, and if the price goes up and gets out of the range, your capital is 100% swaped into USDC... It should be the exact opposite!

So this is a PROPOSAL to change the direction the swaps are made inside a liquidity range to the exact opposite they are now, or to at least let the users choose the direction of the swaps when they add liquidity to the pools or create ranged orders.

If we make this change, it would be DISRUPTIVE and Uniswap will completely BREAK all other DEXs and CEXs!! People would LOOSE the FEAR of loosing their money because of volatility!! This would easily help with crypto's mass adoption!! And it will definitely drive more LPs to v3!! Please think about it and support this proposal! Thanks!! ",1625931900,1626191100,"closed",350,"YES;NO","final","6373.03983513338;4214022.72359747","uniswap"
"Qmeza7LnzTLAGhHeA2psNtf1ua4kgm2Q1NHAMPeVzs5C2i","Qmeza7LnzTLAGhHeA2psNtf1ua4kgm2Q1NHAMPeVzs5C2i","0xA2BF1B0a7E079767B4701b5a1D9D5700eB42D1d1",1626212918,"1","single-choice","Should UGP be reinstated with existing funds?","tl;dr - Over the last 6 months, UGP has successfully deployed $1.75M to 52 grantees. While UGP was initially funded to deploy $750k per quarter, UNI price has appreciated and the multisig now custodies an additional $8.5m.

This proposal seeks approval for the following changes:

Extend the UNI Grants Program for an additional 6 months
Utilizing the remaining funds, scaling the grants program up to $8.5M in grants
All committee members to be compensated at $150USD/hr as needed for no more than 30 hours/week
Due to time constraints, Robert Leshner, Kain Warwick, and Ashleigh Schap are stepping down from the committee, to be replaced by John Palmer, Ariana Fowler, and Callil Capuozzo",1626192000,1626796800,"closed",533,"YES;NO","final","23022013.8588039;287.389111687084","uniswap"
"QmWbGN8xaYzBpnJ4DKg245XXKQ68FSqpFxvDGKnNHQjKdj","QmWbGN8xaYzBpnJ4DKg245XXKQ68FSqpFxvDGKnNHQjKdj","0x77848888BeCe35979dbE948C7931a3E7Bb7e0d50",1626306902,"1","single-choice","[Proposal] Removal of established cranial follicles fund.","View the proposal here: 
https://gov.uniswap.org/t/proposal-removal-of-established-cranial-follicles-fund/13314",1626307200,1627776000,"closed",523,"YES,  allocate 500k UNI to CHF; Hire Ed Sheeran","final","3484.44764030161;1834.71303284265","uniswap"
"QmTyWBn3PcBcFeuwKcjwAu5DZypVTK3aGuQ6EGQPFghgtX","QmTyWBn3PcBcFeuwKcjwAu5DZypVTK3aGuQ6EGQPFghgtX","0x77848888BeCe35979dbE948C7931a3E7Bb7e0d50",1626366484,"1","single-choice","Consensus Check - ABOLISH Delegates and change the UNI Governance Voting System","Read the proposal HERE: https://gov.uniswap.org/t/consensus-check-abolish-delegates-and-change-the-uni-governance-voting-system/13458",1626366600,1626971400,"closed",471,"YES, ABOLISH delegates ;Let delegates RUN UNI governance","final","3126.6984581614;213625.414278956","uniswap"
"QmTksCuBh2HLMKSXUE7yyCHGE9dCevac9oEWnkef8Junn2","QmTksCuBh2HLMKSXUE7yyCHGE9dCevac9oEWnkef8Junn2","0xC8093dA592961367D3448e4635ED9e41C63d2d34",1626567167,"1","single-choice","Temperature Check - [Merge the Uniswap Grant Program into Uniswap DAO Governance]","View the proposal here:

https://gov.uniswap.org/t/temperature-check-merge-the-uniswap-grant-program-into-uniswap-dao-governance/13511",1626567300,1626740100,"closed",136,"Yes; Merge Grants and UNI DAO;No","final","9959.673901645;208871.961875752","uniswap"
"QmVnsMXvSG84x3u2iYZ3nGWeXU4pRcfuKWwXnyjpD9j6To","QmVnsMXvSG84x3u2iYZ3nGWeXU4pRcfuKWwXnyjpD9j6To","0xbeA9419E51BbD1B7F564c9F0891187A5822974AB",1626724778,"1","single-choice","Turning on the fee switch for V2","Should we turn the fee switch on for V2 and establish, ""Buyback and Keep"" model?",1626724800,1627207200,"closed",354,"Yes, lets do it!;No","final","220448.271560098;285.443074761489","uniswap"
"QmRKpArENVfj7bUaXuEj2QUqZCB5ZJGc9VDmNvyfTKnAKf","QmRKpArENVfj7bUaXuEj2QUqZCB5ZJGc9VDmNvyfTKnAKf","0xbdac5657eDd13F47C3DD924eAa36Cf1Ec49672cc",1627311463,"1","single-choice","Consensus Check - Create Uniswap Volume KPI Options to help divest Uniswap’s Community Treasury into Stablecoins","Please read the proposal on the forums: 

https://gov.uniswap.org/t/consensus-check-create-uniswap-volume-kpi-options-to-help-divest-uniswap-s-community-treasury-into-stablecoins/13533

Thank you. 

Feddas",1627315200,1627574400,"closed",181,"Approve;Deny","final","233747.104214328;3","uniswap"
"QmScNLeajiF2hQh1z9DYqTFKGgrRhHwrHisV4ynmDEQwxH","QmScNLeajiF2hQh1z9DYqTFKGgrRhHwrHisV4ynmDEQwxH","0x070341aA5Ed571f0FB2c4a5641409B1A46b4961b",1627351312,"1","single-choice","Temperature Check: Upgrade Governance Contract to Governor Bravo","Upgrade Uniswap’s current governance contract from Governor Alpha to Governor Bravo because this will offer a number of benefits.",1627358400,1627704000,"closed",296,"Upgrade to Governor Bravo;Do not upgrade to Governor Bravo","final","8358374.09795482;378.823713708074","uniswap"
"QmUMGd8r249PEEbVkF8z7ftEyvRBhtFA3T3oHMxhSJcFJ9","QmUMGd8r249PEEbVkF8z7ftEyvRBhtFA3T3oHMxhSJcFJ9","0x10D6d2e343281D388291A3e02f3293AaEdA67178",1627552096,"1","single-choice","Begin Uniswap Liquidity Program v0.1","# Purpose

This proposal seeks approval to begin the Uniswap Liquidity Program v0.1 to migrate liquidity to v3. A detailed proposal on the Uniswap Liquidity Program can be found [here](https://gov.uniswap.org/t/consensus-check-begin-uniswap-liquidity-program-v0-1/13635).

# Summary

This proposal outlines a framework for establishing a liquidity incentives program (Uniswap Liquidity Program, ULP) with the goals of: accelerating the migration of liquidity to Uniswap v3; encouraging new market participants to experiment with liquidity provision, further distributing ownership of UNI tokens, and supporting ecosystem growth over the long-term.

We propose the program start with an initial maximum budget of 1.662m UNI, to be allocated as liquidity incentives across two quarters. Continuation of the program will require an additional governance vote. Upon renewal of the program, each of the three initiatives can be broken out into separate proposals.

The program will aim to bootstrap liquidity across three different initiatives:

* Stablecoin pairs
* Mid-tail pairs (e.g DeFi governance tokens)
* Deposit receipt tokens (i.e. cTokens, aTokens)

Note that this is just the beginning of the Uniswap Liquidity Program (v0.1). We want to start simple and evaluate the program's effectiveness before we expand it. We will provide periodic updates on ULP to Uniswap governance and seek community feedback.

# Vote

Should we begin Uniswap Liquidity Program v0.1?
* Yes
* No",1627552800,1627984800,"closed",276,"Yes;No","final","13765334.8973247;1892.84841305263","uniswap"
"QmWbgzHJ8nK2TDaj6LF6BxAMPahy97dMmbbU5kRBw1QkXt","QmWbgzHJ8nK2TDaj6LF6BxAMPahy97dMmbbU5kRBw1QkXt","0x070341aA5Ed571f0FB2c4a5641409B1A46b4961b",1628284314,"1","single-choice","Consensus Check: Upgrade Governance Contract to Governor Bravo","Upgrade Uniswap’s current governance contract from Governor Alpha to Governor Bravo to improve governance upgradability and protocol safety. 

Specifically, we plan on using Compound’s Governor Bravo contract rather than Open Zeppelin's reimplementation. The reasoning for doing so can be found under the ""Implementation"" section of the [proposal](https://gov.uniswap.org/t/consensus-check-upgrade-governance-contract-to-governor-bravo/13707).

The contracts have been deployed to Ropsten for the community to review. Links can be found below:
[Governor Bravo Delegator](https://ropsten.etherscan.io/address/0x15df15caad12adaa03949014ba5cc49a84803d0f#code)
[Governor Bravo Delegate](https://ropsten.etherscan.io/address/0xD8bf60dfC5115F6cB99bb50502346E7b863800f1#code)
[Github for contracts](https://github.com/gettty/uniswap-gov)",1628510400,1628899200,"closed",605,"Upgrade to Governor Bravo;Do not upgrade to Governor Bravo","final","19647554.394416;862.990905231345","uniswap"
"QmYeNLn1x2AxfzrU2G4nkxDRBDju9f4EF2dzs2xAqBoK31","QmYeNLn1x2AxfzrU2G4nkxDRBDju9f4EF2dzs2xAqBoK31","0xFFc14dF86148C538e149283d33FE0ac141e755F1",1629942438,"1","single-choice","Temperature Check: Support $oneUNI Stablecoin","This Snapshot is created for the temperature check to support the oneUNI stablecoin launched by ICHI.

You can find the full proposal here: https://gov.uniswap.org/t/temperature-check-support-oneuni-stablecoin/13903

**Napkin Math**
 
$oneUNI is currently minted with 98% $USDC and 2% $UNI. The goal of this proposal is to loan $UNI to the $oneUNI contract so that the minting ratio may be lowered from 98% to 80%. This means users will begin depositing $0.20 of $UNI and $0.80 of $USDC to mint each $oneUNI.

**Proposal: How much $UNI will be used to mint Stable UNI ($oneUNI) by 11/30/2021?**

If you don’t want Uniswap to loan any $UNI, pick option 1 ‘Make no change’.
If you want Uniswap to support this effort, pick options 2-7. The actual requested loan amount will be the $UNI-weighted average of these selections. Every $UNI counts!
Why isn’t this a single yes vote? Vitalik proposed a ‘skin in the game’ solution to break the ‘tragedy of commons’ problem in token voting. As a first step, our idea is to make the voters focus on predicting the desired outcome of supporting Stable UNI. If this vote passes ‘Temperature Check’, we would like to discuss a potential reward for most accurate voters as part of the ‘Consensus Check’ process.

The full proposal is at: https://gov.uniswap.org/
",1630015200,1630187940,"closed",285,"No support;25k - 50k (37.5k $UNI loan);50k - 100k (75k $UNI loan);100k - 200k (150k $UNI loan);200k - 400k (300k $UNI loan);400k - 800k (600k $UNI loan);800k+ (1M $UNI loan)","final","62.4905167609098;7.86405960998288;84.994121623063;152.578179753997;1.98938028284778;3.1;212020.463100439","uniswap"
